Unnamed: 0	IP匿名度	代理IP	代理位置	代理协议	响应速度	存活时间	打分	最后验证时间
47	高匿代理服务	103.60.181.210:36997	中国 山东 枣庄 电信	HTTP代理	2.28	143天 16小时 3分钟 29秒	1859	2019年5月28日 01:02
48	高匿代理服务	115.46.72.183:8123	中国 广西 北海 联通	HTTP代理	2.35	113天 6小时 7分钟 6秒	104	2019年5月28日 01:02
49	高匿代理服务	49.49.122.229:8080	中国 北京 北京 科技网/联通/电信	HTTP代理	1.95	36天 8小时 31分钟 10秒	139	2019年5月28日 01:02
0	高匿代理服务	186.92.7.181:8080	中国 香港  中移国际	HTTP代理	2.51	107天 22小时 10分钟 56秒	28	2019年5月28日 01:02
1	高匿代理服务	217.12.212.150:40221	中国 吉林 吉林 移动	HTTP代理	4.45	179天 6小时 25分钟 45秒	1363	2019年5月28日 01:02
2	高匿代理服务	109.74.40.34:8080	中国 辽宁 大连 小鸟云	HTTP代理	6.93	80天 21小时 48分钟 26秒	89	2019年5月28日 01:02
3	高匿代理服务	138.36.40.54:38127	中国 湖南 湘潭 联通	HTTP代理	4.85	144天 6小时 35分钟 14秒	1128	2019年5月28日 01:02
4	高匿代理服务	171.80.139.23:9999	中国 湖北 荆州 电信	HTTP代理	1.31	143天 11小时 59分钟 39秒	19	2019年5月28日 01:02
5	高匿代理服务	74.84.146.72:3128	中国 云南 丽江 电信	HTTP代理	5.95	110天 22小时 38分钟 55秒	79	2019年5月28日 01:02
6	高匿代理服务	217.12.212.150:46405	中国 黑龙江 大庆 移动	HTTP代理	4.16	105天 4小时 31分钟 5秒	269	2019年5月28日 01:02
7	高匿代理服务	202.61.120.201:30804	中国 香港	HTTP代理	4.35	115天 11小时 21分钟 44秒	23	2019年5月28日 01:02
8	高匿代理服务	202.61.120.1:40911	中国 香港	HTTP代理	5.12	73天 8小时 15分钟 23秒	38	2019年5月28日 01:02
9	高匿代理服务	134.249.158.227:36824	中国 北京 北京 腾讯云/国际节点	HTTP代理	1.56	178天 12小时 47分钟 19秒	31425	2019年5月28日 01:02
10	高匿代理服务	182.44.220.98:9999	中国 山东 日照 电信	HTTP代理	1.15	136天 20小时 0分钟 39秒	38	2019年5月28日 01:02
11	高匿代理服务	101.94.0.197:8123	中国 上海 上海 电信	HTTP代理	1.11	151天 12小时 55分钟 50秒	96	2019年5月28日 01:02
12	高匿代理服务	124.120.172.174:8888	中国 内蒙古 呼伦贝尔 电信	HTTP代理	3.45	90天 14小时 23分钟 41秒	18	2019年5月28日 01:02
13	高匿代理服务	118.175.240.205:41475	中国 河北 邯郸 电信	HTTP代理	3.34	129天 14小时 23分钟 53秒	821	2019年5月28日 01:02
14	高匿代理服务	51.77.33.34:8888	中国 辽宁 营口 联通	HTTP代理	6.54	78天 23小时 1分钟 29秒	214	2019年5月28日 01:02
15	高匿代理服务	27.29.77.215:9999	中国 湖北 荆州 电信	HTTP代理	2.35	136天 19小时 22分钟 5秒	75	2019年5月28日 01:02
16	高匿代理服务	1.197.203.159:9999	中国 河南 濮阳 电信	HTTP代理	1.08	126天 11小时 54分钟 31秒	34	2019年5月28日 01:02
17	高匿代理服务	217.12.212.150:215	中国 北京 北京 科技网	HTTP代理	4.47	178天 12小时 42分钟 28秒	773	2019年5月28日 01:02
18	高匿代理服务	189.112.246.232:57474	中国 台湾 高雄 中華電信	HTTP代理	2.46	137天 10小时 51分钟 9秒	541	2019年5月28日 01:02
19	高匿代理服务	103.76.188.52:53895	中国 广东 江门 联通	HTTP代理	4.46	153天 13小时 51分钟 19秒	1609	2019年5月28日 01:02
20	高匿代理服务	36.85.132.200:8080	中国 江西 赣州 移动	HTTP代理	3.53	32天 16小时 1分钟 34秒	50	2019年5月28日 01:02
21	高匿代理服务	96.9.86.70:61176	中国 湖南 长沙 移动	HTTP代理	4.47	128天 10小时 8分钟 32秒	34	2019年5月28日 01:02
22	高匿代理服务	134.35.75.31:8080	中国 甘肃 白银 联通	HTTP代理	3.59	14天 15小时 12分钟 13秒	14	2019年5月28日 01:02
23	高匿代理服务	150.95.162.245:9006	中国 江苏 南京 百度/电信	HTTP代理	1.79	170天 21小时 15分钟 3秒	124	2019年5月28日 01:02
24	高匿代理服务	195.117.104.113:58903	中国 新疆 阿克苏 电信	HTTP代理	2.35	144天 12小时 42分钟 33秒	2349	2019年5月28日 01:02
25	高匿代理服务	117.62.232.78:9999	中国 江苏 南京 电信	HTTP代理	1.29	149天 15小时 59分钟 54秒	19	2019年5月28日 01:02
26	高匿代理服务	109.74.43.218:8080	中国 北京 北京 铁通	HTTP代理	2.98	171天 4小时 42分钟 58秒	18	2019年5月28日 01:02
27	高匿代理服务	177.124.16.178:44567	中国 福建 泉州 移动	HTTP代理	3.01	137天 21小时 36分钟 2秒	868	2019年5月28日 01:02
28	高匿代理服务	186.90.191.56:8080	中国 四川 南充 联通	HTTP代理	3.79	87天 15小时 29分钟 37秒	17	2019年5月28日 01:02
29	高匿代理服务	110.77.188.34:62225	中国 河南 驻马店 电信	HTTP代理	2.74	91天 2小时 24分钟 10秒	417	2019年5月28日 01:02
30	高匿代理服务	175.180.76.101:80	中国 台湾	HTTP代理	1.38	163天 16小时 22分钟 32秒	19	2019年5月28日 01:02
31	高匿代理服务	118.99.100.173:8080	中国 辽宁 抚顺 联通	HTTP代理	6.5	46天 13小时 10分钟 58秒	244	2019年5月28日 01:02
32	高匿代理服务	177.86.158.102:56186	中国 台湾 云林 中華電信	HTTP代理	2.74	122天 4小时 30分钟 42秒	2248	2019年5月28日 01:02
33	高匿代理服务	187.84.191.9:43381	中国 辽宁 阜新 铁通	HTTP代理	3.76	102天 12小时 54分钟 13秒	2060	2019年5月28日 01:02
34	高匿代理服务	103.205.26.78:38828	中国 安徽 滁州 易速网络	HTTP代理	2.05	128天 16小时 59分钟 35秒	2583	2019年5月28日 01:02
35	高匿代理服务	134.35.200.222:8080	中国 北京 北京 青云QingCloud/联通	HTTP代理	5.27	74天 14小时 53分钟 23秒	29	2019年5月28日 01:02
36	高匿代理服务	49.70.17.23:9999	中国 江苏 宿迁 电信	HTTP代理	1.38	121天 18小时 48分钟 52秒	38	2019年5月28日 01:02
37	高匿代理服务	125.26.56.56:8080	中国 北京 北京 电信	HTTP代理	6.08	26天 3小时 18分钟 19秒	106	2019年5月28日 01:02
38	高匿代理服务	190.198.243.186:8080	中国 内蒙古 呼伦贝尔 电信	HTTP代理	6.9	14天 17小时 27分钟 13秒	21	2019年5月28日 01:02
39	高匿代理服务	103.73.33.26:46151	中国 浙江 衢州 电信	HTTP代理	4.03	152天 12小时 39分钟 47秒	2328	2019年5月28日 01:02
40	高匿代理服务	103.73.224.145:23500	中国 香港  CenturyLink	HTTP代理	4.01	178天 12小时 48分钟 2秒	14712	2019年5月28日 01:02
41	高匿代理服务	110.37.221.37:8080	中国 湖南 长沙 联通	HTTP代理	2.59	82天 14小时 11分钟 18秒	1612	2019年5月28日 01:02
42	高匿代理服务	221.229.18.187:3128	中国 江苏 扬州 电信	HTTP代理	1.25	164天 14小时 58分钟 0秒	19	2019年5月28日 01:02
43	高匿代理服务	187.17.249.45:8080	中国 江苏 南京 苏宁	HTTP代理	3.29	62天 7小时 26分钟 35秒	113	2019年5月28日 01:02
44	高匿代理服务	116.212.152.192:45626	中国 河南 三门峡 联通	HTTP代理	4.69	81天 16小时 26分钟 39秒	4296	2019年5月28日 01:02
45	高匿代理服务	180.253.131.62:8080	中国 陕西 宝鸡 电信	HTTP代理	3.88	148天 21小时 41分钟 18秒	35	2019年5月28日 01:02
46	高匿代理服务	203.223.41.34:42878	中国 北京 北京 美团	HTTP代理	2.39	95天 17小时 8分钟 28秒	1712	2019年5月28日 01:02
47	高匿代理服务	37.76.182.70:8080	中国 广东 揭阳 联通	HTTP代理	1.55	107天 22小时 10分钟 42秒	57	2019年5月28日 01:02
48	高匿代理服务	200.58.212.42:54808	中国 辽宁 沈阳 电信	HTTP代理	1.57	154天 15小时 59分钟 13秒	407	2019年5月28日 01:02
49	高匿代理服务	201.211.37.110:8080	中国 山东 济宁 联通	HTTP代理	5.25	137天 2小时 29分钟 12秒	146	2019年5月28日 01:02
0	高匿代理服务	222.188.141.189:9999	中国 江苏 常州 电信	HTTP代理	1.21	70天 12小时 11分钟 13秒	19	2019年5月28日 01:02
1	高匿代理服务	178.253.196.38:6666	中国 广东 东莞 移动	HTTP代理	1.66	154天 16小时 30分钟 12秒	10772	2019年5月28日 01:02
2	高匿代理服务	183.88.42.108:8080	中国 陕西 安康 电信	HTTP代理	1.53	118天 8小时 51分钟 10秒	431	2019年5月28日 01:02
3	高匿代理服务	163.125.30.214:8118	中国 广东 深圳 联通	HTTP代理	1.3	77天 19小时 53分钟 9秒	48	2019年5月28日 01:02
4	高匿代理服务	41.73.230.234:60696	中国 香港  中移国际	HTTP代理	6.82	96天 8小时 6分钟 33秒	3624	2019年5月28日 01:02
5	高匿代理服务	1.20.103.248:49589	中国 四川 成都 西部数码/电信	HTTP代理	2.57	130天 3小时 28分钟 41秒	1228	2019年5月28日 01:02
6	高匿代理服务	94.127.144.179:56560	中国 福建 漳州 电信	HTTP代理	1.58	134天 19小时 20分钟 1秒	2820	2019年5月28日 01:02
7	高匿代理服务	134.35.243.183:8080	中国 陕西 榆林 电信	HTTP代理	5.49	153天 19小时 19分钟 4秒	47	2019年5月28日 01:02
8	高匿代理服务	180.246.57.139:8080	中国 河北 保定 电信	HTTP代理	3.9	165天 14小时 22分钟 21秒	88	2019年5月28日 01:02
9	高匿代理服务	110.77.230.43:8080	中国 浙江 绍兴 联通	HTTP代理	2.69	84天 19小时 33分钟 46秒	468	2019年5月28日 01:02
10	高匿代理服务	190.184.144.82:31067	中国 江西 上饶 电信	HTTP代理	5.07	92天 0小时 50分钟 54秒	989	2019年5月28日 01:02
11	高匿代理服务	186.95.9.168:8080	中国 安徽 合肥 移动	HTTP代理	6.29	80天 23小时 41分钟 36秒	124	2019年5月28日 01:02
12	高匿代理服务	89.249.65.140:41289	中国 浙江 舟山 移动	HTTP代理	3.81	135天 6小时 10分钟 13秒	2957	2019年5月28日 01:02
13	高匿代理服务	111.181.34.11:9999	中国 湖北 鄂州 电信	HTTP代理	1.09	136天 21小时 40分钟 53秒	113	2019年5月28日 01:02
14	高匿代理服务	36.255.87.229:83	中国 湖南 长沙 电信	HTTP代理	5.91	32天 17小时 26分钟 19秒	61	2019年5月28日 01:02
15	高匿代理服务	187.62.206.60:51243	中国 河南 许昌 电信	HTTP代理	2.61	137天 10小时 3分钟 16秒	478	2019年5月28日 01:02
16	高匿代理服务	182.52.93.155:8080	中国 江苏 苏州 联通	HTTP代理	3.18	122天 5小时 10分钟 38秒	502	2019年5月28日 01:02
17	高匿代理服务	59.62.167.179:9999	中国 江西 宜春 电信	HTTP代理	1.17	113天 1小时 0分钟 40秒	19	2019年5月28日 01:02
18	高匿代理服务	41.242.50.60:57094	中国 浙江 杭州 爱名网络	HTTP代理	2.89	152天 14小时 37分钟 7秒	2502	2019年5月28日 01:02
19	高匿代理服务	45.5.94.34:30948	中国 湖南 衡阳 电信	HTTP代理	4.29	78天 1小时 14分钟 33秒	3916	2019年5月28日 01:02
20	高匿代理服务	81.5.119.67:46349	中国 黑龙江 大兴安岭 联通	HTTP代理	2.14	130天 3小时 30分钟 5秒	1216	2019年5月28日 01:02
21	高匿代理服务	37.32.125.65:45822	中国 河北 唐山 电信	HTTP代理	2.66	152天 21小时 35分钟 27秒	755	2019年5月28日 01:02
22	高匿代理服务	176.215.254.8:38875	中国 贵州 铜仁 电信	HTTP代理	4.22	126天 15小时 42分钟 40秒	3308	2019年5月28日 01:02
23	高匿代理服务	110.78.156.250:53281	中国 香港  华为云	HTTP代理	4.82	32天 23小时 5分钟 58秒	98	2019年5月28日 01:02
24	高匿代理服务	77.95.193.131:32969	中国 广西 崇左 联通	HTTP代理	1.85	137天 19小时 53分钟 17秒	856	2019年5月28日 01:02
25	高匿代理服务	119.59.84.58:8080	中国 浙江 衢州 联通	HTTP代理	2.62	152天 15小时 20分钟 38秒	9322	2019年5月28日 01:02
26	高匿代理服务	201.209.139.102:8080	中国 湖北 天门 移动	HTTP代理	6.28	52天 20小时 30分钟 19秒	9	2019年5月28日 01:02
27	高匿代理服务	45.114.144.100:53988	中国 江西 南昌 联通	HTTP代理	4.99	130天 17小时 52分钟 22秒	8	2019年5月28日 01:02
28	高匿代理服务	103.109.57.50:39406	中国 辽宁 丹东 电信	HTTP代理	2.67	126天 16小时 52分钟 47秒	3231	2019年5月28日 01:02
29	高匿代理服务	185.15.101.110:48546	中国 山西 忻州 联通	HTTP代理	6.39	39天 1小时 22分钟 14秒	605	2019年5月28日 01:02
30	高匿代理服务	125.166.234.233:8080	中国 江西 宜春 电信	HTTP代理	3.3	84天 10小时 9分钟 10秒	106	2019年5月28日 01:02
31	高匿代理服务	188.56.196.116:8080	中国 河南 商丘 电信	HTTP代理	3.99	162天 21小时 4分钟 37秒	56	2019年5月28日 01:02
32	高匿代理服务	111.181.57.102:9999	中国 湖北 鄂州 电信	HTTP代理	1.1	132天 20小时 56分钟 27秒	19	2019年5月28日 01:02
33	高匿代理服务	35.242.209.207:3128	中国 甘肃 天水 联通	HTTP代理	3.55	34天 15小时 31分钟 7秒	128	2019年5月28日 01:02
34	高匿代理服务	36.66.170.57:44897	中国 安徽 池州 联通	HTTP代理	2.27	84天 17小时 53分钟 58秒	387	2019年5月28日 01:02
35	高匿代理服务	202.61.120.85:40911	中国 香港	HTTP代理	2.32	73天 8小时 15分钟 7秒	26	2019年5月28日 01:02
36	高匿代理服务	45.236.169.187:42181	中国 北京 北京 方正宽带/电信/联通	HTTP代理	5.68	178天 12小时 38分钟 4秒	446	2019年5月28日 01:02
37	高匿代理服务	103.226.241.172:40980	中国 上海 上海 阿里云	HTTP代理	5.94	70天 9小时 43分钟 19秒	14	2019年5月28日 01:02
38	高匿代理服务	118.174.233.23:52422	中国 安徽 六安 联通	HTTP代理	4.85	143天 14小时 40分钟 56秒	1825	2019年5月28日 01:02
39	高匿代理服务	186.88.36.250:8080	中国 吉林 吉林 电信	HTTP代理	4.61	136天 18小时 17分钟 31秒	9	2019年5月28日 01:02
40	高匿代理服务	125.24.186.165:8080	中国 浙江 台州 电信	HTTP代理	2.79	153天 8小时 45分钟 33秒	312	2019年5月28日 01:02
41	高匿代理服务	180.183.118.224:8213	中国 广东 深圳 阿里云	HTTP代理	6.95	25天 21小时 40分钟 7秒	45	2019年5月28日 01:02
42	高匿代理服务	119.42.115.141:8080	中国 河南 郑州 移动	HTTP代理	3.0	115天 12小时 28分钟 42秒	55	2019年5月28日 01:02
43	高匿代理服务	177.38.181.89:8080	中国 贵州 六盘水 电信	HTTP代理	5.74	43天 11小时 9分钟 37秒	1094	2019年5月28日 01:02
44	高匿代理服务	163.53.150.230:47206	中国 福建 泉州 电信	HTTP代理	5.75	24天 21小时 28分钟 10秒	159	2019年5月28日 01:02
45	高匿代理服务	46.172.76.114:47423	中国 香港  腾讯云	HTTP代理	2.13	82天 2小时 8分钟 16秒	4516	2019年5月28日 01:02
46	高匿代理服务	66.251.167.246:8080	中国 香港  穩景網絡	HTTP代理	4.73	24天 3小时 9分钟 2秒	48	2019年5月28日 01:02
47	高匿代理服务	1.20.103.111:58919	中国 山东 东营 电信	HTTP代理	2.44	130天 3小时 35分钟 4秒	1210	2019年5月28日 01:02
48	高匿代理服务	79.134.4.188:32533	中国 山东 济南 移动	HTTP代理	1.36	143天 13小时 47分钟 45秒	1930	2019年5月28日 01:02
49	高匿代理服务	183.88.213.25:56735	中国 四川 达州 电信	HTTP代理	1.81	82天 17小时 11分钟 36秒	2626	2019年5月28日 01:02
0	高匿代理服务	114.234.83.234:9000	中国 江苏 徐州 电信	HTTP代理	0.72	151天 13小时 16分钟 56秒	19	2019年5月28日 01:02
1	高匿代理服务	175.165.129.72:1133	中国 辽宁 葫芦岛 联通	HTTP代理	1.14	149天 21小时 15分钟 38秒	19	2019年5月28日 01:02
2	高匿代理服务	36.71.140.245:8080	中国 安徽 铜陵 电信	HTTP代理	3.22	77天 22小时 6分钟 50秒	2786	2019年5月28日 01:02
3	高匿代理服务	190.199.100.4:8080	中国 新疆 吐鲁番 电信	HTTP代理	5.5	24天 2小时 28分钟 15秒	12	2019年5月28日 01:02
4	高匿代理服务	113.120.33.253:9999	中国 山东 济南 电信	HTTP代理	1.42	130天 18小时 6分钟 48秒	17	2019年5月28日 01:02
5	高匿代理服务	47.89.252.108:8118	中国 台湾 新北 台灣固網	HTTP代理	5.48	149天 16小时 23分钟 30秒	6889	2019年5月28日 01:02
6	高匿代理服务	177.85.117.189:52820	中国 湖南 娄底 移动	HTTP代理	2.68	94天 0小时 6分钟 58秒	249	2019年5月28日 01:02
7	高匿代理服务	190.207.179.94:8080	中国 台湾 嘉义	HTTP代理	5.33	110天 17小时 7分钟 23秒	23	2019年5月28日 01:02
8	高匿代理服务	191.33.223.3:8080	中国 陕西 汉中 联通	HTTP代理	3.85	162天 6小时 44分钟 45秒	114	2019年5月28日 01:02
9	高匿代理服务	176.102.48.105:42403	中国 内蒙古 锡林郭勒 电信	HTTP代理	1.63	137天 0小时 38分钟 46秒	126	2019年5月28日 01:02
10	高匿代理服务	5.160.82.66:45220	中国 宁夏 银川 电信	HTTP代理	6.39	152天 21小时 34分钟 45秒	1307	2019年5月28日 01:02
11	高匿代理服务	46.100.14.214:8080	中国 山东 淄博 移动	HTTP代理	4.29	68天 18小时 9分钟 57秒	196	2019年5月28日 01:02
12	高匿代理服务	141.196.134.66:8080	中国 江西 景德镇 移动	HTTP代理	2.62	148天 18小时 45分钟 24秒	35	2019年5月28日 01:02
13	高匿代理服务	117.196.238.125:52696	中国 四川 达州 电信	HTTP代理	2.96	137天 10小时 18分钟 32秒	516	2019年5月28日 01:02
14	高匿代理服务	193.27.208.137:31723	中国 上海 上海 科技网	HTTP代理	1.89	137天 10小时 51分钟 22秒	563	2019年5月28日 01:02
15	高匿代理服务	114.57.185.12:37973	中国 河南 开封 电信	HTTP代理	6.04	143天 17小时 5分钟 5秒	1862	2019年5月28日 01:02
16	高匿代理服务	176.110.154.119:50626	中国 台湾  新世紀資通	HTTP代理	1.81	130天 6小时 8分钟 46秒	1303	2019年5月28日 01:02
17	高匿代理服务	180.241.150.193:8080	中国 台湾 嘉义	HTTP代理	5.37	90天 16小时 14分钟 23秒	65	2019年5月28日 01:02
18	高匿代理服务	190.202.210.16:8080	中国 辽宁 辽阳 电信	HTTP代理	5.59	88天 3小时 13分钟 44秒	144	2019年5月28日 01:02
19	高匿代理服务	163.172.220.46:80	中国 新疆 乌鲁木齐 铁通	HTTP代理	5.56	81天 3小时 51分钟 47秒	1974	2019年5月28日 01:02
20	高匿代理服务	51.15.6.36:80	中国 陕西 铜川 联通	HTTP代理	4.6	73天 8小时 14分钟 26秒	20	2019年5月28日 01:02
21	高匿代理服务	182.52.134.118:34125	中国 广西 南宁 移动	HTTP代理	3.7	130天 6小时 8分钟 44秒	1256	2019年5月28日 01:02
22	高匿代理服务	103.224.185.20:43593	中国 吉林 四平 联通	HTTP代理	2.83	130天 6小时 8分钟 44秒	1101	2019年5月28日 01:02
23	高匿代理服务	77.78.39.149:53281	中国 台湾 新竹 中華電信	HTTP代理	5.36	7天 18小时 40分钟 55秒	131	2019年5月28日 01:02
24	高匿代理服务	125.122.149.57:9000	中国 浙江 杭州 电信	HTTP代理	0.62	93天 20小时 23分钟 30秒	58	2019年5月28日 01:02
25	高匿代理服务	186.95.93.110:8080	中国 福建 漳州 电信	HTTP代理	6.62	87天 21小时 7分钟 58秒	90	2019年5月28日 01:02
26	高匿代理服务	103.241.227.98:6666	中国 浙江 金华 移动	HTTP代理	4.98	178天 12小时 39分钟 8秒	2968	2019年5月28日 01:02
27	高匿代理服务	186.90.169.115:8080	中国 江西 宜春 移动	HTTP代理	4.77	90天 14小时 32分钟 57秒	15	2019年5月28日 01:02
28	高匿代理服务	190.202.242.64:8080	中国 江苏  联通	HTTP代理	3.03	80天 21小时 27分钟 10秒	58	2019年5月28日 01:02
